1. Chrisye_Cinta,27
2. Maia_IngatKamu,89
3. OppieAndaresta_SingleAndVeryHappy,96
4. Andien_Gemintang,106
5. Once_SimfoniYangIndah,119
6. Sherina_KuDisini,129
7. Cokelat_Mimpi,149
8. Chrisye_PergilahKasih,162
9. Cokelat_Karma,164
10. Ratu_SemakinHariSemakinCinta,180
